category,funding
Games,80000000.0
Games,4170778.0
News,4170778.0
Health and Wellness,5999999.0
Biotechnology,49793964.0
Curated Web,240000.0
Gambling,240000.0
Game Mechanics,240000.0
Games,240000.0
Gamification,240000.0
Virtual Worlds,240000.0
Web Development,240000.0
Games,1220000.0
Games,10000000.0
Games,27000.0
Video Games,27000.0
Curated Web,236448.0
Social Media,236448.0
Twitter Applications,236448.0
Security,3550000.0
Health Care,125000.0
Medical,125000.0
Software,125000.0
Software,6200000.0
Biotechnology,34000000.0
Health Care,14000000.0
Information Technology,3000000.0
Services,3000000.0
Technology,3000000.0
Health Care,10000000.0
Brand Marketing,2866419.0
Services,2866419.0
Technology,2866419.0
Games,1500000.0
Software,380000.0
Game,500000.0
Games,1000000.0
Consumer Lending,250000.0
Financial Services,250000.0
FinTech,250000.0
Internet,250000.0
Biotechnology,46462082.0
Semiconductors,20000000.0
E-Commerce,16837899.0
Retail,16837899.0
Biotechnology,12000000.0
Fitness,12000000.0
Manufacturing,12000000.0
Auctions,400000.0
E-Commerce,400000.0
Social Games,400000.0
Communities,41250.0
Curated Web,298000000.0
Internet,298000000.0
E-Commerce,5000.0
Mobile,5000.0
Open Source,5000.0
Project Management,5000.0
Software,5000.0
Biotechnology,777338.0
Biotechnology,91597000.0
Games,6500000.0
Social Media,6500000.0
E-Commerce,50000000.0
Stock Exchanges,4890000.0
Curated Web,500000.0
Discounts,500000.0
Sales and Marketing,500000.0
Software,500000.0
Online Education,200000.0
Skill Assessment,200000.0
Teachers,200000.0
College Recruiting,40000.0
Enterprises,40000.0
Human Resources,40000.0
Recruiting,40000.0
SaaS,40000.0
Technology,40000.0
University Students,40000.0
Internet of Things,280000.0
Curated Web,150000.0
Design,150000.0
Home & Garden,150000.0
E-Commerce,2695400.0
Design,201147.0
E-Commerce,201147.0
Home & Garden,201147.0
Content Creators,2000000.0
Messaging,2000000.0
Mobile Games,2000000.0
Online Gaming,2000000.0
Payments,2000000.0
Social Network Media,2000000.0
Finance,24690000.0
FinTech,24690000.0
Fraud Detection,24690000.0
Identity,24690000.0
Internet,24690000.0
Media,24690000.0
Personalization,24690000.0
Software,24690000.0
E-Commerce,2660000.0
Fashion,2660000.0
Marketplaces,2660000.0
Online Shopping,2660000.0
Retail,2660000.0
Carbon,300000.0
Manufacturing,300000.0
Material Science,300000.0
Biotechnology,10400000.0
Advertising,3500000.0
Crowdsourcing,4000.0
Curated Web,4000.0
Gas,4000.0
Mobile,4000.0
Oil,4000.0
Travel,4000.0
Mobile,100000.0
Oil and Gas,100000.0
Transportation,100000.0
Hardware + Software,12000000.0
Accounting,3000000.0
Cloud Computing,3000000.0
Enterprise Software,3000000.0
SaaS,3000000.0
Photography,100000.0
E-Commerce,128865.0
Groceries,606000.0
Retail,606000.0
Subscription Service,606000.0
Curated Web,177194.0
Automotive,3500000.0
Clean Energy,3500000.0
Electronics,3500000.0
Embedded Hardware and Software,3500000.0
Medical,3500000.0
Software,3500000.0
Telecommunications,3500000.0
Testing,3500000.0
Training,3500000.0
Local,700000.0
Mobile Payments,700000.0
Maps,13972693.0
Mobile,13972693.0
Navigation,13972693.0
Bitcoin,500000.0
Finance,500000.0
Financial Services,500000.0
Payments,500000.0
Mobile,800000.0
Hardware + Software,2000000.0
E-Commerce,90000.0
Events,90000.0
Nightlife,90000.0
Health Care,6230757.0
3D,689518.0
Business Services,689518.0
Design,689518.0
E-Commerce,689518.0
Mass Customization,689518.0
Personalization,689518.0
Financial Services,2842000.0
Health and Insurance,2842000.0
Health Care,2842000.0
Networking,27450000.0
News,27450000.0
Apps,1000000.0
Curated Web,100000.0
Messaging,100000.0
Mobile,100000.0
Reviews and Recommendations,100000.0
Small and Medium Businesses,100000.0
Social Media,100000.0
Health Care Information Technology,20000.0
Predictive Analytics,20000.0
Mobile,25000.0
Customer Service,3793334.0
Delivery,3793334.0
Groceries,3793334.0
Mobile,3793334.0
Recipes,3793334.0
Software,3793334.0
Technology,3793334.0
Event Management,50000.0
Events,50000.0
Ticketing,50000.0
Clean Technology,43000000.0
E-Commerce,3615000.0
Fashion,3615000.0
Shoes,3615000.0
Real Estate,8500000.0
Biotechnology,16626989.0
Computer Vision,16626989.0
Medical,16626989.0
Mobile,16626989.0
Wireless,16626989.0
Automotive,350000.0
Manufacturing,4000000.0
Manufacturing,4000000.0
Travel,1000000.0
Artificial Intelligence,4100000.0
Personalization,4100000.0
Retail Technology,4100000.0
Semantic Web,4100000.0
Shopping,4100000.0
Software,4100000.0
Web Development,4100000.0
FinTech,175000.0
E-Commerce,55900000.0
Green,55900000.0
Marketplaces,55900000.0
Media,200000.0
News,200000.0
Photography,200000.0
Video,200000.0
Semiconductors,500000.0
Games,103000000.0
Clean Energy,22000000.0
Clean Technology,22000000.0
Energy Efficiency,22000000.0
Gas,22000000.0
Natural Resources,22000000.0
Oil,22000000.0
Oil & Gas,22000000.0
Cloud Data Services,975000.0
Computers,975000.0
Embedded Hardware and Software,975000.0
Hardware,975000.0
Apps,3250876.0
Education,3250876.0
Kids,3250876.0
Analytics,9560000.0
Cloud Security,9560000.0
Linux,9560000.0
Clean Technology,1320000.0
Information Services,1300000.0
Information Technology,1300000.0
Small and Medium Businesses,1300000.0
Software,1300000.0
Curated Web,5000000.0
Gift Card,5000000.0
Web Tools,5000000.0
Software,7555000.0
Health and Wellness,90000000.0
Health Care,90000000.0
Medical Devices,90000000.0
Event Management,40315041.0
Service Providers,40315041.0
Weddings,40315041.0
Health Care,15000000.0
Medical Devices,15000000.0
Pharmaceuticals,15000000.0
Finance,90000000.0
Mobile,641000.0
Enterprise Software,15882388.0
Social Media,3800000.0
Software,1650000.0
Electric Vehicles,475000.0
Technology,475000.0
Semiconductors,212528399.0
Collaboration,300000.0
Software,300000.0
E-Commerce,500000.0
Blogging Platforms,3715000.0
Consumer Electronics,3715000.0
Electronics,3715000.0
Gadget,3715000.0
Hardware + Software,3715000.0
Design,5800000.0
Hospitality,625000.0
Internet,625000.0
Online Reservations,625000.0
Restaurants,625000.0
Health Care,4000000.0
Cloud Data Services,457590.0
Curated Web,457590.0
File Sharing,457590.0
Networking,457590.0
Peer-to-Peer,457590.0
Real Time,457590.0
Social Media,457590.0
Social Network Media,457590.0
Startups,457590.0
Health and Wellness,812499.0
Clean Technology,63500000.0
Communities,60000.0
Peer-to-Peer,60000.0
Software Compliance,60000.0
E-Commerce,5385352.0
Databases,20000000.0
Web Hosting,20000000.0
Consulting,90000.0
Software,16000.0
Consumer Goods,10000.0
Games,10000.0
Kids,10000.0
Toys,10000.0
Outdoors,155000.0
Sports,155000.0
Software,42223.0
Gps,26041107.0
Location Based Services,26041107.0
Mobile,26041107.0
SaaS,26041107.0
Wireless,26041107.0
E-Commerce,2000000.0
Financial Services,2000000.0
Payments,2000000.0
CAD,1000.0
Information Technology,1000.0
Web Design,1000.0
Collaboration,4940000.0
Email,4940000.0
Linux,4940000.0
Messaging,4940000.0
Networking,4940000.0
Software,4940000.0
Hardware + Software,50000.0
Consulting,32000.0
Project Management,32000.0
Software,32000.0
Task Management,32000.0
Software,3000000.0
Biotechnology,12505971.0
Software,10000000.0
Analytics,1800000.0
Data Integration,1800000.0
Data Visualization,1800000.0
SaaS,1800000.0
Software,1800000.0
Games,2100000.0
Health and Wellness,2100000.0
Health Care Information Technology,2100000.0
Internet of Things,2100000.0
Mobile Health,2100000.0
Software,385790.0
Active Lifestyle,1000000.0
Cyber,1000000.0
Families,1000000.0
Internet,1000000.0
Social Media,1000000.0
Social Media Platforms,1000000.0
Curated Web,673400.0
Information Services,673400.0
Social Media,673400.0
Auctions,2200000.0
Curated Web,2200000.0
Hardware,2200000.0
Local,2200000.0
Local Search,2200000.0
Marketplaces,2200000.0
Service Providers,2200000.0
Tech Field Support,2200000.0
Games,3000000.0
Information Technology,7000000.0
Social Commerce,1250000.0
Social Media,1250000.0
Social Recruiting,1250000.0
Gadget,100000.0
Mobile,100000.0
News,100000.0
Shopping,100000.0
Consumer Goods,41250.0
Specialty Foods,41250.0
Curated Web,435953.0
Games,435953.0
Reviews and Recommendations,435953.0
Social Media,435953.0
Technology,435953.0
Brand Marketing,4700000.0
Fashion,4700000.0
Nightclubs,4700000.0
Shopping,4700000.0
Advertising,569790.0
App Stores,569790.0
Mobile,569790.0
Mobile Advertising,569790.0
Monetization,569790.0
Social Media Advertising,569790.0
Education,2000000.0
Knowledge Management,2000000.0
Online Education,2000000.0
Mobile,170000.0
Games,6225750.0
Mobile,6225750.0
Software,6225750.0
Television,6225750.0
Analytics,102500.0
Social Media,224052.0
Consulting,24699999.0
Manufacturing,834798.0
Hospitality,1482660.0
Cloud Computing,9000000.0
Printing,9000000.0
Software,9000000.0
Biotechnology,56200000.0
Health and Wellness,353102.0
Health Care,353102.0
Clean Technology,995000.0
Software,995000.0
Internet,260000.0
Operating Systems,260000.0
Search,260000.0
Web Browsers,260000.0
Aerospace,40000.0
Nanotechnology,40000.0
Sensors,40000.0
Test and Measurement,40000.0
Biotechnology,4500000.0
Biotechnology,2665127.0
Health Diagnostics,2665127.0
Mobile,50000.0
Information Technology,1500000.0
SaaS,1500000.0
Services,1500000.0
Semiconductors,670000.0
Manufacturing,100000000.0
Semiconductors,100000000.0
Telecommunications,100000000.0
Hardware + Software,8080000.0
Biotechnology,71259078.0
Cloud Computing,485000.0
Enterprise Software,485000.0
Storage,485000.0
Mobile,32500000.0
Advertising,300000.0
Fitness,300000.0
Healthcare Services,300000.0
Internet Marketing,300000.0
Wearables,400000.0
Biotechnology,5100000.0
Fashion,5293460.0
Biotechnology,2801000.0
Apps,4900000.0
Collectibles,4900000.0
Social Network Media,4900000.0
Local,1200000.0
Mobile,1200000.0
Privacy,1200000.0
Reviews and Recommendations,1200000.0
Services,1200000.0
Social Media,1200000.0
Curated Web,250000.0
Biotechnology,2450000.0
E-Commerce,45200000.0
E-Commerce,11100000.0
Health and Wellness,15615915.0
Biotechnology,50095000.0
Bio-Pharm,7483000.0
Biotechnology,7483000.0
Health and Wellness,7483000.0
Pharmaceuticals,7483000.0
Biotechnology,55800000.0
Biotechnology,45500000.0
Graphics,22400000.0
Software,22400000.0
Software,2780000.0
Technology,2780000.0
Software,5815900.0
Internet,646507662.0
Networking,646507662.0
VoIP,646507662.0
Web Hosting,646507662.0
Local Search,6299999.0
Mobile,6299999.0
Reviews and Recommendations,6299999.0
Software,6299999.0
Biotechnology,3473820.0
Clinical Trials,3473820.0
Genetic Testing,3473820.0
Health Care,3473820.0
Biotechnology,5730000.0
Software,150000.0
Biotechnology,3262631.0
Biotechnology,646800.0
Development Platforms,30675796.0
Biotechnology,500000.0
Biotechnology,142000.0
Genetic Testing,142000.0
Medical Devices,142000.0
Biotechnology,25000000.0
Health Diagnostics,25000000.0
Biotechnology,2000000.0
Apps,1450000.0
Artificial Intelligence,1450000.0
Mobile Software Tools,1450000.0
Technology,1450000.0
Virtual Workforces,1450000.0
Biotechnology,700000.0
Biotechnology,3062984.0
Health Care,28437.0
Biotechnology,17300000.0
Biotechnology,1133000.0
Biotechnology,481268.0
Software,440000.0
Biotechnology,19904010.0
Health Diagnostics,19904010.0
Biotechnology,11000000.0
Clinical Trials,11000000.0
Startups,11000000.0
Biotechnology,8250000.0
Clean Technology,9000000.0
EdTech,119500000.0
Education,119500000.0
Startups,119500000.0
Sensors,3500000.0
Systems,3500000.0
Wireless,3500000.0
Biotechnology,650000.0
Health Care Information Technology,650000.0
Supply Chain Management,650000.0
Mobile,75000000.0
Clean Technology,77490000.0
Consumers,160000.0
Publishing,160000.0
Public Transportation,84900000.0
Electronics,2000000.0
Finance,2000000.0
Media,2000000.0
Energy,62036851.0
Energy Management,62036851.0
Renewable Energies,62036851.0
Manufacturing,200000.0
Manufacturing,16153800.0
Mobile,5000000.0
Software,2198512.0
Advertising,1500000.0
Business Services,1500000.0
Consulting,1500000.0
Career Management,8000000.0
Entertainment,8000000.0
Games,8000000.0
Product Development Services,8000000.0
Television,8000000.0
Video,8000000.0
E-Commerce,25000000.0
Fashion,25000000.0
Online Rental,25000000.0
Biotechnology,537710.0
Hospitality,10000.0
Curated Web,500000.0
Biotechnology,9350000.0
Software,2500000.0
Biotechnology,4194532.0
Discounts,650000.0
E-Commerce,650000.0
Retail,650000.0
Curated Web,56400000.0
Biotechnology,7740000.0
Finance,65000000.0
Advertising,17000000.0
Consumers,17000000.0
Predictive Analytics,17000000.0
Publishing,17000000.0
SEO,17000000.0
Software,17000000.0
Video,17000000.0
Nanotechnology,200000.0
Web Hosting,22165091.0
Software,500000.0
Clean Technology,8628400.0
Biotechnology,4300000.0
Software,143780450.0
Artificial Intelligence,200000.0
Engineering Firms,200000.0
Hardware + Software,200000.0
Internet,200000.0
Technology,1980218.933
Biotechnology,20374046.0
Health and Wellness,1821000.0
Life Sciences,1821000.0
Medical,1821000.0
Biotechnology,50000.0
EdTech,50000.0
Education,50000.0
Pharmaceuticals,50000.0
Health and Wellness,1830000.0
Health Care,1830000.0
Hospitals,1830000.0
Medical Devices,1830000.0
Apps,25000.0
Education,25000.0
Kids,25000.0
Biotechnology,49000.0
Health Diagnostics,49000.0
Biotechnology,24999998.0
Health Care Information Technology,150000.0
Crowdsourcing,24200000.0
Curated Web,24200000.0
English-Speaking,24200000.0
Translation,24200000.0
Curated Web,15000000.0
Social Media,15000000.0
Biotechnology,10438672.0
Accounting,36060811.0
Business Services,36060811.0
Human Resources,36060811.0
Legal,36060811.0
Small and Medium Businesses,36060811.0
Content,318800.7425
Content Creators,318800.7425
Developer Tools,318800.7425
Medical Devices,4000000.0
Advanced Materials,5000000.0
Life Sciences,5000000.0
Architecture,1200000.0
Construction,1200000.0
Real Estate,1200000.0
Cloud Data Services,7570000.0
Databases,7570000.0
Mobile,100000.0
Ad Targeting,3000000.0
CRM,3000000.0
Internet,3000000.0
News,3000000.0
Personalization,3000000.0
Privacy,3000000.0
Web Design,3000000.0
Curated Web,2000000.0
Local,2000000.0
Search,2000000.0
Mobile,100000.0
New Product Development,100000.0
Software,100000.0
Startups,100000.0
Web Development,100000.0
Biotechnology,6000000.0
Health Diagnostics,6000000.0
Pharmaceuticals,6000000.0
Technology,6000000.0
Brand Marketing,860810.0
Corporate Wellness,860810.0
Retail,860810.0
Content,56900000.0
Digital Media,56900000.0
Music,56900000.0
Software,56900000.0
Text Analytics,56900000.0
Internet,29000000.0
Music,29000000.0
Software,29000000.0
Startups,29000000.0
Media,2000000.0
Consumer Goods,1825000.0
E-Commerce,1825000.0
Technology,1825000.0
Travel,1825000.0
3D,56874.0
Indoor Positioning,56874.0
Software,56874.0
Virtual Worlds,56874.0
Design,257800.0
Enterprise Software,257800.0
Graphics,257800.0
Internet Marketing,257800.0
Biotechnology,67751091.0
Biotechnology,72770000.0
Biotechnology,157000000.0
Biotechnology,19464900.0
Education,3079997.0
Internet Marketing,3079997.0
Media,3079997.0
Search,600000.0
Web Tools,600000.0
Biotechnology,250000.0
Biotechnology,24697455.0
Hardware + Software,5000000.0
Biotechnology,2179480.0
Biotechnology,206525461.0
Oil,612600.0
Technology,612600.0
Water Purification,612600.0
Biotechnology,21988000.0
Biotechnology,3000000.0
Clean Technology,113125621.0
Big Data,211227.0
Biotechnology,211227.0
Biotechnology,11250000.0
Biotechnology,5750000.0
Collaboration,5750000.0
Design,5750000.0
Biotechnology,389000.0
Health Diagnostics,389000.0
Medical,21000000.0
Software,446003.0
Software,11200000.0
Clinical Trials,20000.0
Health and Wellness,20000.0
Health Care Information Technology,20000.0
Medical,20000.0
Pharmaceuticals,20000.0
Social Media,20000.0
Biotechnology,3000000.0
Biotechnology,200000.0
Healthcare Services,200000.0
Medical,200000.0
Biotechnology,8674903.523
Big Data Analytics,16200000.0
Health and Wellness,16200000.0
Health Care,16200000.0
Biotechnology,837405.0
Biotechnology,11000000.0
Analytics,1500000.0
Social Media,80000.0
Biotechnology,9059271.0
Fitness,9059271.0
Health and Wellness,9059271.0
Medical Professionals,9059271.0
Big Data,5000000.0
Information Technology,5000000.0
Software,5000000.0
Biotechnology,2160000.0
Biotechnology,160000.0
Biotechnology,122000.0
Health Diagnostics,122000.0
Biotechnology,15000000.0
All Students,50000000.0
Education,50000000.0
Teachers,50000000.0
Software,3000000.0
Biotechnology,77673600.0
Biotechnology,22804222.0
Health and Wellness,2742739.0
Biotechnology,41370920.0
Biotechnology,10548260.0
Manufacturing,146071.0
Biotechnology,5000000.0
Biotechnology,1917766.0
Hospitality,3000000.0
E-Commerce,700000.0
Fashion,700000.0
Geospatial,318228.0
Real Estate,318228.0
SaaS,318228.0
Software,318228.0
Biotechnology,39803794.0
Health Care,39803794.0
Medical,39803794.0
Storage,39803794.0
Transportation,39803794.0
Biotechnology,1999999.0
Mobile,7100000.0
Internet Marketing,312963.0
SaaS,312963.0
Social Media,500000.0
Android,9700000.0
Developer Tools,9700000.0
Enterprise Software,9700000.0
Software,9700000.0
Biotechnology,20000000.0
Information Technology,37799.0
Recruiting,37799.0
Clean Technology,55400000.0
Semiconductors,33909833.0
Retail,400000.0
Web Hosting,40000000.0
Security,22200.0
Software,3070000.0
3D Technology,710000.0
Apps,710000.0
Mobile,710000.0
Mobile,11253082.0
Farming,100.0
Software,17926365.0
Curated Web,177404.0
Local,177404.0
Local Search,177404.0
Social Media,177404.0
Clean Technology,90000000.0
Geospatial,78000000.0
Hi Tech,78000000.0
Image Recognition,78000000.0
